"2026-07-14 09:12:08.840 UTC","fleet_app","fleet","41822","10.4.2.19:54112","6693fa35e.a35e","1","SELECT","2026-07-14 09:08:08 UTC","4/1","0","LOG","00000","duration: 2577.693 ms  execute <unnamed>: SELECT t.id, t.started_at FROM trips t WHERE ST_Intersects(t.geom, ST_MakeEnvelope(540500, 164500, 546500, 170500, 3857)) AND t.fleet_id = 31 AND t.status = 'active'","","","","","","","","","dispatch-api","client backend","","0"
"2026-07-14 09:12:22.878 UTC","fleet_app","fleet","41822","10.4.2.19:54112","6693fa35e.a35e","2","SELECT","2026-07-14 09:08:22 UTC","4/2","0","LOG","00000","duration: 1101.907 ms  execute <unnamed>: SELECT t.id, t.started_at FROM trips t WHERE ST_Intersects(t.geom, ST_MakeEnvelope(543000, 178500, 549000, 184500, 3857)) AND t.fleet_id = 12 AND t.status = 'active'","","","","","","","","","dispatch-api","client backend","","0"
"2026-07-14 09:12:50.938 UTC","fleet_app","fleet","41822","10.4.2.19:54112","6693fa35e.a35e","3","SELECT","2026-07-14 09:08:50 UTC","4/3","0","LOG","00000","duration: 3532.075 ms  execute <unnamed>: SELECT t.id, t.started_at FROM trips t WHERE ST_Intersects(t.geom, ST_MakeEnvelope(546500, 162000, 552500, 168000, 3857)) AND t.fleet_id = 12 AND t.status = 'active'","","","","","","","","","dispatch-api","client backend","","0"
"2026-07-14 09:13:29.344 UTC","fleet_app","fleet","41822","10.4.2.19:54112","6693fa35e.a35e","4","SELECT","2026-07-14 09:09:29 UTC","4/4","0","LOG","00000","duration: 982.653 ms  execute <unnamed>: SELECT t.id, t.started_at FROM trips t WHERE ST_Intersects(t.geom, ST_MakeEnvelope(527500, 167000, 533500, 173000, 3857)) AND t.fleet_id = 44 AND t.status = 'active'","","","","","","","","","dispatch-api","client backend","","0"
"2026-07-14 09:13:48.773 UTC","fleet_app","fleet","41822","10.4.2.19:54112","6693fa35e.a35e","5","SELECT","2026-07-14 09:09:48 UTC","4/5","0","LOG","00000","duration: 1293.157 ms  execute <unnamed>: SELECT t.id, t.started_at FROM trips t WHERE ST_Intersects(t.geom, ST_MakeEnvelope(534000, 161000, 540000, 167000, 3857)) AND t.fleet_id = 44 AND t.status = 'active'","","","","","","","","","dispatch-api","client backend","","0"
"2026-07-14 09:14:00.878 UTC","fleet_app","fleet","41822","10.4.2.19:54112","6693fa35e.a35e","6","SELECT","2026-07-14 09:10:00 UTC","4/6","0","LOG","00000","duration: 2727.649 ms  execute <unnamed>: SELECT t.id, t.started_at FROM trips t WHERE ST_Intersects(t.geom, ST_MakeEnvelope(527500, 178000, 533500, 184000, 3857)) AND t.fleet_id = 12 AND t.status = 'active'","","","","","","","","","dispatch-api","client backend","","0"
"2026-07-14 09:14:06.455 UTC","fleet_app","fleet","41822","10.4.2.19:54112","6693fa35e.a35e","7","SELECT","2026-07-14 09:10:06 UTC","4/7","0","LOG","00000","duration: 1015.492 ms  execute <unnamed>: SELECT t.id, t.started_at FROM trips t WHERE ST_Intersects(t.geom, ST_MakeEnvelope(560500, 166000, 566500, 172000, 3857)) AND t.fleet_id = 12 AND t.status = 'active'","","","","","","","","","dispatch-api","client backend","","0"
"2026-07-14 09:14:27.931 UTC","fleet_app","fleet","41822","10.4.2.19:54112","6693fa35e.a35e","8","SELECT","2026-07-14 09:10:27 UTC","4/8","0","LOG","00000","duration: 2740.643 ms  execute <unnamed>: SELECT t.id, t.started_at FROM trips t WHERE ST_Intersects(t.geom, ST_MakeEnvelope(533000, 175500, 539000, 181500, 3857)) AND t.fleet_id = 44 AND t.status = 'active'","","","","","","","","","dispatch-api","client backend","","0"
"2026-07-14 09:14:40.646 UTC","fleet_app","fleet","41822","10.4.2.19:54112","6693fa35e.a35e","9","SELECT","2026-07-14 09:10:40 UTC","4/9","0","LOG","00000","duration: 3377.841 ms  execute <unnamed>: SELECT t.id, t.started_at FROM trips t WHERE ST_Intersects(t.geom, ST_MakeEnvelope(549000, 171500, 555000, 177500, 3857)) AND t.fleet_id = 12 AND t.status = 'active'","","","","","","","","","dispatch-api","client backend","","0"
"2026-07-14 09:15:03.392 UTC","fleet_app","fleet","41823","10.4.2.19:54112","6693fa35f.a35f","10","SELECT","2026-07-14 09:11:03 UTC","4/10","0","LOG","00000","duration: 1392.947 ms  execute <unnamed>: SELECT t.id FROM trips t WHERE t.geom && ST_MakeEnvelope(525000, 178000, 531000, 184000, 3857) AND t.fleet_id = 12 AND t.status = 'active' ORDER BY t.started_at DESC LIMIT 100","","","","","","","","","dispatch-api","client backend","","0"
